datetime,date,hour,ward_id,ward_name,units_observed,bins_compromised,raccoon_confidence_level,average_unit_weight_kg,incidents_of_raccoon_human_standoff,avg_standoff_duration_sec,proximity_to_a_patio,complaints_logged
"February 23, 2024","February 23, 2024",10,24,Scarborough-Guildwood,1,1,5,6.44,1,17,0,0
"February 23, 2024","February 23, 2024",10,25,Scarborough-Rouge Park,3,3,1,5.55,0,0,0,0
"February 23, 2024","February 23, 2024",11,1,Etobicoke North,2,0,3.8,5.38,0,0,0,0
"February 23, 2024","February 23, 2024",11,2,Etobicoke Centre,2,3,3.9,6.17,1,16,0,0
"February 23, 2024","February 23, 2024",11,3,Etobicoke-Lakeshore,1,0,2,5.09,0,0,0,0
"February 23, 2024","February 23, 2024",11,4,Parkdale-High Park,2,4,2.2,5.46,0,0,0,0
"February 23, 2024","February 23, 2024",11,5,York South-Weston,6,4,2.6,6.93,0,0,0,0
"February 23, 2024","February 23, 2024",11,6,York Centre,3,0,1,5.47,0,0,0,0
"February 23, 2024","February 23, 2024",11,7,Humber River-Black Creek,6,1,2.3,7.6,0,0,0,0
"February 23, 2024","February 23, 2024",11,8,Eglinton-Lawrence,0,2,1.9,4.77,0,0,0,0
"February 23, 2024","February 23, 2024",11,9,Davenport,1,2,4.6,6.28,0,0,0,0
"February 23, 2024","February 23, 2024",11,10,Spadina-Fort York,0,1,1,5.58,0,0,0,0
"February 23, 2024","February 23, 2024",11,11,University-Rosedale,2,1,2.6,6.27,0,0,0,0
"February 23, 2024","February 23, 2024",11,12,Toronto-St. Paul's,3,1,1,6.1,0,0,0,0
"February 23, 2024","February 23, 2024",11,13,Toronto Centre,1,1,1,5.23,0,0,0,0
"February 23, 2024","February 23, 2024",11,14,Toronto-Danforth,4,1,3.7,4.75,0,0,0,0
"February 23, 2024","February 23, 2024",11,15,Don Valley West,0,4,1.6,4.91,0,0,0,1
"February 23, 2024","February 23, 2024",11,16,Don Valley East,2,1,2.9,5.14,0,0,0,0
"February 23, 2024","February 23, 2024",11,17,Don Valley North,1,0,2.3,6.91,0,0,0,0
"February 23, 2024","February 23, 2024",11,18,Willowdale,1,3,1.9,4.7,0,0,0,0
"February 23, 2024","February 23, 2024",11,19,Beaches-East York,2,1,4.3,4.9,1,16,0,0
"February 23, 2024","February 23, 2024",11,20,Scarborough Southwest,4,0,1,5.14,0,0,0,0
"February 23, 2024","February 23, 2024",11,21,Scarborough Centre,5,1,1,5.35,1,12,0,0
"February 23, 2024","February 23, 2024",11,22,Scarborough-Agincourt,3,1,1.5,5.18,0,0,0,1
"February 23, 2024","February 23, 2024",11,23,Scarborough North,1,1,1.1,6.59,0,0,0,0
"February 23, 2024","February 23, 2024",11,24,Scarborough-Guildwood,0,0,2.6,5.4,1,14,0,0
"February 23, 2024","February 23, 2024",11,25,Scarborough-Rouge Park,1,0,1.5,5.49,0,0,0,0
"February 23, 2024","February 23, 2024",12,1,Etobicoke North,0,1,1.5,6.1,1,16,0,0
"February 23, 2024","February 23, 2024",12,2,Etobicoke Centre,0,0,3.1,6.06,0,0,0,0
"February 23, 2024","February 23, 2024",12,3,Etobicoke-Lakeshore,1,0,1.8,6.31,0,0,0,0
"February 23, 2024","February 23, 2024",12,4,Parkdale-High Park,2,1,1,4.74,0,0,0,0
"February 23, 2024","February 23, 2024",12,5,York South-Weston,3,1,1,5.34,0,0,0,0
"February 23, 2024","February 23, 2024",12,6,York Centre,2,0,1,5.48,0,0,0,0
"February 23, 2024","February 23, 2024",12,7,Humber River-Black Creek,4,0,5.5,5.21,1,20,0,0
"February 23, 2024","February 23, 2024",12,8,Eglinton-Lawrence,0,3,1,6.25,0,0,0,0
"February 23, 2024","February 23, 2024",12,9,Davenport,7,0,1,5.22,0,0,0,0
"February 23, 2024","February 23, 2024",12,10,Spadina-Fort York,2,4,1,6.13,1,14,0,0
"February 23, 2024","February 23, 2024",12,11,University-Rosedale,7,4,1,6.36,0,0,0,0
"February 23, 2024","February 23, 2024",12,12,Toronto-St. Paul's,4,0,6.2,6.16,0,0,0,0
"February 23, 2024","February 23, 2024",12,13,Toronto Centre,3,2,1,5.78,0,0,0,0
"February 23, 2024","February 23, 2024",12,14,Toronto-Danforth,3,2,4,5.06,0,0,0,0
"February 23, 2024","February 23, 2024",12,15,Don Valley West,6,1,1.2,5.82,0,0,0,0
"February 23, 2024","February 23, 2024",12,16,Don Valley East,7,1,1,6.18,0,0,0,0
"February 23, 2024","February 23, 2024",12,17,Don Valley North,2,0,1.6,4.52,0,0,0,0
"February 23, 2024","February 23, 2024",12,18,Willowdale,0,2,2.4,6.8,0,0,0,0
"February 23, 2024","February 23, 2024",12,19,Beaches-East York,0,0,1.3,5.05,0,0,0,0
"February 23, 2024","February 23, 2024",12,20,Scarborough Southwest,4,0,1,6.29,0,0,0,0
"February 23, 2024","February 23, 2024",12,21,Scarborough Centre,4,1,1.1,5.1,0,0,0,0
"February 23, 2024","February 23, 2024",12,22,Scarborough-Agincourt,0,1,1.4,5.98,0,0,0,0
"February 23, 2024","February 23, 2024",12,23,Scarborough North,1,3,1,5.84,0,0,0,0
"February 23, 2024","February 23, 2024",12,24,Scarborough-Guildwood,0,0,1,6.35,0,0,0,0
"February 23, 2024","February 23, 2024",12,25,Scarborough-Rouge Park,3,3,1.2,6.03,1,14,0,0
"February 23, 2024","February 23, 2024",13,1,Etobicoke North,1,1,1,5.27,0,0,0,0
"February 23, 2024","February 23, 2024",13,2,Etobicoke Centre,4,0,1,5.77,0,0,0,0
"February 23, 2024","February 23, 2024",13,3,Etobicoke-Lakeshore,5,0,1,6.7,0,0,0,0
"February 23, 2024","February 23, 2024",13,4,Parkdale-High Park,6,2,2.6,6.18,2,12,0,0
"February 23, 2024","February 23, 2024",13,5,York South-Weston,2,0,2.1,5.57,0,0,0,0
"February 23, 2024","February 23, 2024",13,6,York Centre,4,1,1.2,5.82,0,0,0,0
"February 23, 2024","February 23, 2024",13,7,Humber River-Black Creek,4,2,2.8,6.06,0,0,0,0
"February 23, 2024","February 23, 2024",13,8,Eglinton-Lawrence,3,0,1,6,0,0,0,0
"February 23, 2024","February 23, 2024",13,9,Davenport,0,1,2,5.13,1,6,0,0
"February 23, 2024","February 23, 2024",13,10,Spadina-Fort York,6,3,3.3,5.38,0,0,0,0
"February 23, 2024","February 23, 2024",13,11,University-Rosedale,4,2,2.7,6.54,0,0,0,1
"February 23, 2024","February 23, 2024",13,12,Toronto-St. Paul's,4,0,1,5.12,0,0,0,0
"February 23, 2024","February 23, 2024",13,13,Toronto Centre,6,3,2,5.55,1,8,0,0
"February 23, 2024","February 23, 2024",13,14,Toronto-Danforth,2,5,3.7,6.46,0,0,0,0
"February 23, 2024","February 23, 2024",13,15,Don Valley West,3,3,1,5.1,0,0,0,0
"February 23, 2024","February 23, 2024",13,16,Don Valley East,2,1,3.2,6.76,0,0,0,0
"February 23, 2024","February 23, 2024",13,17,Don Valley North,4,1,1.8,6.07,1,11,0,0
"February 23, 2024","February 23, 2024",13,18,Willowdale,5,0,3.3,5.27,0,0,0,0
"February 23, 2024","February 23, 2024",13,19,Beaches-East York,1,6,1.3,5.89,0,0,0,0
"February 23, 2024","February 23, 2024",13,20,Scarborough Southwest,4,1,1.6,5.31,0,0,0,0
"February 23, 2024","February 23, 2024",13,21,Scarborough Centre,1,0,2.2,5.27,1,13,0,0
"February 23, 2024","February 23, 2024",13,22,Scarborough-Agincourt,2,3,4.6,5.54,0,0,0,0
"February 23, 2024","February 23, 2024",13,23,Scarborough North,1,2,1,6.11,0,0,0,0
"February 23, 2024","February 23, 2024",13,24,Scarborough-Guildwood,2,4,1,4.87,0,0,0,0
"February 23, 2024","February 23, 2024",13,25,Scarborough-Rouge Park,4,1,2.7,5.1,0,0,0,1
"February 23, 2024","February 23, 2024",14,1,Etobicoke North,2,3,1,5.6,0,0,0,0
"February 23, 2024","February 23, 2024",14,2,Etobicoke Centre,0,2,1,4.97,0,0,0,0
"February 23, 2024","February 23, 2024",14,3,Etobicoke-Lakeshore,1,0,1,6.16,1,15,0,0
"February 23, 2024","February 23, 2024",14,4,Parkdale-High Park,3,2,3.3,4.6,0,0,0,0
"February 23, 2024","February 23, 2024",14,5,York South-Weston,2,2,1,4.83,0,0,0,0
"February 23, 2024","February 23, 2024",14,6,York Centre,0,0,3.3,5.6,1,18,0,0
"February 23, 2024","February 23, 2024",14,7,Humber River-Black Creek,2,2,3.6,6.14,1,16,0,0
"February 23, 2024","February 23, 2024",14,8,Eglinton-Lawrence,5,0,1,5.23,0,0,0,0
"February 23, 2024","February 23, 2024",14,9,Davenport,6,5,1,4.87,1,18,0,0
"February 23, 2024","February 23, 2024",14,10,Spadina-Fort York,1,2,2.5,5.81,0,0,0,0
"February 23, 2024","February 23, 2024",14,11,University-Rosedale,0,1,1,4.81,1,12,0,0
"February 23, 2024","February 23, 2024",14,12,Toronto-St. Paul's,0,1,1,5.6,0,0,0,0
"February 23, 2024","February 23, 2024",14,13,Toronto Centre,0,3,1,5.67,1,11,0,0
"February 23, 2024","February 23, 2024",14,14,Toronto-Danforth,2,4,1.1,5.21,0,0,0,0
"February 23, 2024","February 23, 2024",14,15,Don Valley West,2,0,1,5.42,0,0,0,0
"February 23, 2024","February 23, 2024",14,16,Don Valley East,2,2,1,5.34,0,0,0,0
"February 23, 2024","February 23, 2024",14,17,Don Valley North,0,0,3.7,5.48,0,0,0,0
"February 23, 2024","February 23, 2024",14,18,Willowdale,2,1,2.9,6.07,0,0,0,0
"February 23, 2024","February 23, 2024",14,19,Beaches-East York,3,0,2.8,6.11,0,0,0,0
"February 23, 2024","February 23, 2024",14,20,Scarborough Southwest,2,3,1,5.09,0,0,0,0
"February 23, 2024","February 23, 2024",14,21,Scarborough Centre,2,1,3.3,6.15,1,14,0,0
"February 23, 2024","February 23, 2024",14,22,Scarborough-Agincourt,4,0,1,5.33,0,0,0,0
"February 23, 2024","February 23, 2024",14,23,Scarborough North,0,2,1,5.32,0,0,0,0
"February 23, 2024","February 23, 2024",14,24,Scarborough-Guildwood,0,2,2.8,5.09,0,0,0,0
"February 23, 2024","February 23, 2024",14,25,Scarborough-Rouge Park,0,0,3.5,4.67,1,23,0,0
"February 23, 2024","February 23, 2024",15,1,Etobicoke North,1,0,1,6.33,0,0,0,0
"February 23, 2024","February 23, 2024",15,2,Etobicoke Centre,4,2,2.7,6.09,1,19,0,0
"February 23, 2024","February 23, 2024",15,3,Etobicoke-Lakeshore,3,2,1.4,5.2,0,0,0,0
"February 23, 2024","February 23, 2024",15,4,Parkdale-High Park,3,2,3,6.68,0,0,0,0
"February 23, 2024","February 23, 2024",15,5,York South-Weston,0,1,1.4,4.78,0,0,0,1
"February 23, 2024","February 23, 2024",15,6,York Centre,2,0,3.3,5.87,0,0,0,0
"February 23, 2024","February 23, 2024",15,7,Humber River-Black Creek,5,2,1,4.88,0,0,0,1
"February 23, 2024","February 23, 2024",15,8,Eglinton-Lawrence,4,3,1.7,5.76,0,0,0,0
"February 23, 2024","February 23, 2024",15,9,Davenport,2,0,1,5.95,0,0,0,0
"February 23, 2024","February 23, 2024",15,10,Spadina-Fort York,3,4,1,6.08,1,11,0,0
"February 23, 2024","February 23, 2024",15,11,University-Rosedale,3,5,1,6.71,0,0,0,0
"February 23, 2024","February 23, 2024",15,12,Toronto-St. Paul's,5,2,2.6,5.13,0,0,0,0
"February 23, 2024","February 23, 2024",15,13,Toronto Centre,4,0,2.7,5.96,2,18,0,1
"February 23, 2024","February 23, 2024",15,14,Toronto-Danforth,4,3,1,5.13,0,0,0,0
"February 23, 2024","February 23, 2024",15,15,Don Valley West,1,1,1.7,5.12,0,0,0,0
"February 23, 2024","February 23, 2024",15,16,Don Valley East,3,1,1,6.27,0,0,0,0
"February 23, 2024","February 23, 2024",15,17,Don Valley North,3,1,1,5.94,0,0,0,1
"February 23, 2024","February 23, 2024",15,18,Willowdale,1,4,1,5.31,1,18,0,0
"February 23, 2024","February 23, 2024",15,19,Beaches-East York,0,0,2.9,5.03,0,0,0,0
"February 23, 2024","February 23, 2024",15,20,Scarborough Southwest,1,2,1.6,5.88,0,0,0,0
"February 23, 2024","February 23, 2024",15,21,Scarborough Centre,5,1,1,5.27,0,0,0,0
"February 23, 2024","February 23, 2024",15,22,Scarborough-Agincourt,1,0,1,5.32,1,7,0,0
"February 23, 2024","February 23, 2024",15,23,Scarborough North,1,0,1.2,5.11,0,0,0,0
"February 23, 2024","February 23, 2024",15,24,Scarborough-Guildwood,2,1,1.9,6.26,0,0,0,0
"February 23, 2024","February 23, 2024",15,25,Scarborough-Rouge Park,2,2,2.1,5.55,1,9,0,0
"February 23, 2024","February 23, 2024",16,1,Etobicoke North,4,0,1,5.64,1,14,0,0
"February 23, 2024","February 23, 2024",16,2,Etobicoke Centre,2,2,1,5.84,0,0,0,0
"February 23, 2024","February 23, 2024",16,3,Etobicoke-Lakeshore,0,0,2.6,5.71,0,0,0,0
"February 23, 2024","February 23, 2024",16,4,Parkdale-High Park,2,1,3.4,6.06,1,19,0,0
"February 23, 2024","February 23, 2024",16,5,York South-Weston,0,1,1.3,6.87,0,0,0,0
"February 23, 2024","February 23, 2024",16,6,York Centre,3,0,1.6,5.84,1,15,0,0
"February 23, 2024","February 23, 2024",16,7,Humber River-Black Creek,0,2,3.7,5.74,0,0,0,0
"February 23, 2024","February 23, 2024",16,8,Eglinton-Lawrence,4,0,2.3,4.87,0,0,0,1
"February 23, 2024","February 23, 2024",16,9,Davenport,5,0,1,6.17,1,16,0,0
"February 23, 2024","February 23, 2024",16,10,Spadina-Fort York,4,4,1.3,5.91,0,0,0,0
"February 23, 2024","February 23, 2024",16,11,University-Rosedale,3,2,4.4,7.24,0,0,0,0
"February 23, 2024","February 23, 2024",16,12,Toronto-St. Paul's,7,3,1.5,4.81,0,0,0,0
"February 23, 2024","February 23, 2024",16,13,Toronto Centre,3,3,1,5.31,0,0,0,1
"February 23, 2024","February 23, 2024",16,14,Toronto-Danforth,1,0,5.9,6.89,0,0,0,1
"February 23, 2024","February 23, 2024",16,15,Don Valley West,3,1,1,5.21,1,12,0,0
"February 23, 2024","February 23, 2024",16,16,Don Valley East,1,2,1.1,5.16,0,0,0,0
"February 23, 2024","February 23, 2024",16,17,Don Valley North,3,0,1,5.98,0,0,0,0
"February 23, 2024","February 23, 2024",16,18,Willowdale,0,2,3.3,5.59,0,0,0,0
"February 23, 2024","February 23, 2024",16,19,Beaches-East York,2,3,1.3,4.87,0,0,0,0
"February 23, 2024","February 23, 2024",16,20,Scarborough Southwest,1,0,1,5.07,1,14,0,0
"February 23, 2024","February 23, 2024",16,21,Scarborough Centre,3,4,1,5.47,0,0,0,0
"February 23, 2024","February 23, 2024",16,22,Scarborough-Agincourt,0,0,1,5.49,1,11,0,0
"February 23, 2024","February 23, 2024",16,23,Scarborough North,1,4,1,5.45,0,0,0,0
"February 23, 2024","February 23, 2024",16,24,Scarborough-Guildwood,5,3,1,5.72,1,10,0,0
"February 23, 2024","February 23, 2024",16,25,Scarborough-Rouge Park,1,1,1,5.63,0,0,0,1
"February 23, 2024","February 23, 2024",17,1,Etobicoke North,0,1,1.9,5.14,0,0,0,0
"February 23, 2024","February 23, 2024",17,2,Etobicoke Centre,4,1,5.2,5.36,0,0,0,0
"February 23, 2024","February 23, 2024",17,3,Etobicoke-Lakeshore,4,4,1,5.91,2,10,0,0
"February 23, 2024","February 23, 2024",17,4,Parkdale-High Park,3,3,7.2,5.87,1,22,0,0
"February 23, 2024","February 23, 2024",17,5,York South-Weston,1,1,1,5.57,0,0,0,0
"February 23, 2024","February 23, 2024",17,6,York Centre,2,3,1,5.26,0,0,0,0
"February 23, 2024","February 23, 2024",17,7,Humber River-Black Creek,4,0,1.5,5.62,0,0,0,0
"February 23, 2024","February 23, 2024",17,8,Eglinton-Lawrence,3,1,2.5,5.85,0,0,0,0
"February 23, 2024","February 23, 2024",17,9,Davenport,1,2,3.9,5.61,1,22,0,0
"February 23, 2024","February 23, 2024",17,10,Spadina-Fort York,2,3,1,5.42,1,17,0,0
"February 23, 2024","February 23, 2024",17,11,University-Rosedale,6,3,1,6.9,1,15,0,0
"February 23, 2024","February 23, 2024",17,12,Toronto-St. Paul's,0,0,2.1,6.85,0,0,0,0
"February 23, 2024","February 23, 2024",17,13,Toronto Centre,3,1,6.3,5.76,0,0,0,0
"February 23, 2024","February 23, 2024",17,14,Toronto-Danforth,5,0,2,5.56,0,0,0,0
"February 23, 2024","February 23, 2024",17,15,Don Valley West,2,1,1,4.95,0,0,0,0
"February 23, 2024","February 23, 2024",17,16,Don Valley East,3,1,2,6.11,0,0,0,0
"February 23, 2024","February 23, 2024",17,17,Don Valley North,2,1,1,5.81,0,0,0,0
"February 23, 2024","February 23, 2024",17,18,Willowdale,4,1,2.6,5.01,0,0,0,0
"February 23, 2024","February 23, 2024",17,19,Beaches-East York,4,4,4.9,5.65,0,0,0,0
"February 23, 2024","February 23, 2024",17,20,Scarborough Southwest,3,1,1,5.6,0,0,0,0
"February 23, 2024","February 23, 2024",17,21,Scarborough Centre,2,1,2.6,6.09,0,0,0,0
"February 23, 2024","February 23, 2024",17,22,Scarborough-Agincourt,3,2,1.3,5.1,0,0,0,0
"February 23, 2024","February 23, 2024",17,23,Scarborough North,3,0,1.7,6.6,0,0,0,0
"February 23, 2024","February 23, 2024",17,24,Scarborough-Guildwood,2,0,1,4.89,0,0,0,0
"February 23, 2024","February 23, 2024",17,25,Scarborough-Rouge Park,4,2,1,6,0,0,0,0
"February 23, 2024","February 23, 2024",18,1,Etobicoke North,3,3,3.9,5.04,0,0,0,0
"February 23, 2024","February 23, 2024",18,2,Etobicoke Centre,2,2,1,4.62,1,14,0,0
"February 23, 2024","February 23, 2024",18,3,Etobicoke-Lakeshore,2,0,4.2,5.56,0,0,0,0
"February 23, 2024","February 23, 2024",18,4,Parkdale-High Park,2,3,5,6.13,0,0,1,0
"February 23, 2024","February 23, 2024",18,5,York South-Weston,1,2,1,5.3,0,0,0,0
"February 23, 2024","February 23, 2024",18,6,York Centre,1,0,1,5.81,0,0,0,0
"February 23, 2024","February 23, 2024",18,7,Humber River-Black Creek,4,1,1.6,4.99,0,0,0,0
"February 23, 2024","February 23, 2024",18,8,Eglinton-Lawrence,0,3,1,4.47,0,0,0,0
"February 23, 2024","February 23, 2024",18,9,Davenport,1,2,2.5,5.78,0,0,0,0
"February 23, 2024","February 23, 2024",18,10,Spadina-Fort York,0,1,5.4,5.46,0,0,1,0
"February 23, 2024","February 23, 2024",18,11,University-Rosedale,4,3,1,5.13,1,10,1,0
"February 23, 2024","February 23, 2024",18,12,Toronto-St. Paul's,3,2,1,6.71,0,0,0,0
"February 23, 2024","February 23, 2024",18,13,Toronto Centre,1,0,1,5.79,2,19,1,0
"February 23, 2024","February 23, 2024",18,14,Toronto-Danforth,5,3,1,6.01,1,15,1,0
"February 23, 2024","February 23, 2024",18,15,Don Valley West,4,0,1,6.81,0,0,0,0
"February 23, 2024","February 23, 2024",18,16,Don Valley East,0,1,1,5.99,1,12,0,1
"February 23, 2024","February 23, 2024",18,17,Don Valley North,1,2,3.6,5.54,1,22,0,0
"February 23, 2024","February 23, 2024",18,18,Willowdale,2,1,1,4.88,0,0,0,0
"February 23, 2024","February 23, 2024",18,19,Beaches-East York,1,2,1,5.39,1,7,1,0
"February 23, 2024","February 23, 2024",18,20,Scarborough Southwest,1,3,2.6,5.66,0,0,0,0
"February 23, 2024","February 23, 2024",18,21,Scarborough Centre,6,1,1,5.86,0,0,0,0
"February 23, 2024","February 23, 2024",18,22,Scarborough-Agincourt,2,5,1,4.76,0,0,0,0
"February 23, 2024","February 23, 2024",18,23,Scarborough North,2,3,1,6.23,0,0,0,0
"February 23, 2024","February 23, 2024",18,24,Scarborough-Guildwood,1,2,1.7,5.23,1,11,0,0
"February 23, 2024","February 23, 2024",18,25,Scarborough-Rouge Park,2,1,2.9,6.03,0,0,0,0
"February 23, 2024","February 23, 2024",19,1,Etobicoke North,2,3,1.7,5.79,0,0,0,0
"February 23, 2024","February 23, 2024",19,2,Etobicoke Centre,3,5,1,5.67,0,0,0,0
"February 23, 2024","February 23, 2024",19,3,Etobicoke-Lakeshore,3,0,3.8,5.44,0,0,0,0
"February 23, 2024","February 23, 2024",19,4,Parkdale-High Park,0,2,1.6,5.71,1,17,1,0
"February 23, 2024","February 23, 2024",19,5,York South-Weston,4,0,2.7,4.8,0,0,0,0
"February 23, 2024","February 23, 2024",19,6,York Centre,2,1,1,6.58,0,0,0,0
"February 23, 2024","February 23, 2024",19,7,Humber River-Black Creek,0,0,1,5.96,0,0,0,0
"February 23, 2024","February 23, 2024",19,8,Eglinton-Lawrence,2,0,1,6.06,0,0,0,0
"February 23, 2024","February 23, 2024",19,9,Davenport,3,2,3.1,6.04,1,14,0,0
"February 23, 2024","February 23, 2024",19,10,Spadina-Fort York,1,2,6.5,6.27,1,24,1,1
"February 23, 2024","February 23, 2024",19,11,University-Rosedale,2,2,1,4.9,0,0,1,0
"February 23, 2024","February 23, 2024",19,12,Toronto-St. Paul's,0,0,1,5.04,0,0,0,0
"February 23, 2024","February 23, 2024",19,13,Toronto Centre,3,3,2.8,6.51,1,14,1,0
"February 23, 2024","February 23, 2024",19,14,Toronto-Danforth,6,2,3.2,6.29,0,0,1,1
"February 23, 2024","February 23, 2024",19,15,Don Valley West,3,2,1,6,0,0,0,0
"February 23, 2024","February 23, 2024",19,16,Don Valley East,5,2,3.3,7.34,1,9,0,0
"February 23, 2024","February 23, 2024",19,17,Don Valley North,4,3,1,5.6,0,0,0,0
"February 23, 2024","February 23, 2024",19,18,Willowdale,0,1,1.6,5.55,0,0,0,1
"February 23, 2024","February 23, 2024",19,19,Beaches-East York,5,2,1.7,5.72,0,0,1,0
"February 23, 2024","February 23, 2024",19,20,Scarborough Southwest,0,1,1.1,6.72,0,0,0,0
"February 23, 2024","February 23, 2024",19,21,Scarborough Centre,2,0,1,4.54,0,0,0,0
"February 23, 2024","February 23, 2024",19,22,Scarborough-Agincourt,1,2,1,6.27,0,0,0,0
"February 23, 2024","February 23, 2024",19,23,Scarborough North,0,1,2.2,5.61,0,0,0,0
"February 23, 2024","February 23, 2024",19,24,Scarborough-Guildwood,1,2,1,5.81,0,0,0,0
"February 23, 2024","February 23, 2024",19,25,Scarborough-Rouge Park,2,1,5.6,5.46,1,16,0,0
"February 23, 2024","February 23, 2024",20,1,Etobicoke North,3,0,2.9,6.43,2,16,0,0
"February 23, 2024","February 23, 2024",20,2,Etobicoke Centre,3,2,4.3,5.77,0,0,0,0
"February 23, 2024","February 23, 2024",20,3,Etobicoke-Lakeshore,7,2,1,4.93,0,0,0,0
"February 23, 2024","February 23, 2024",20,4,Parkdale-High Park,2,2,2.3,6.43,0,0,1,0
"February 23, 2024","February 23, 2024",20,5,York South-Weston,1,2,1,5.78,1,14,0,0
"February 23, 2024","February 23, 2024",20,6,York Centre,2,5,4.6,5.59,0,0,0,1
"February 23, 2024","February 23, 2024",20,7,Humber River-Black Creek,0,1,2.7,5.75,0,0,0,0
"February 23, 2024","February 23, 2024",20,8,Eglinton-Lawrence,3,2,2.3,5.26,0,0,0,0
"February 23, 2024","February 23, 2024",20,9,Davenport,3,1,1,5.65,1,15,0,0
"February 23, 2024","February 23, 2024",20,10,Spadina-Fort York,1,1,1.4,4.65,0,0,1,0
"February 23, 2024","February 23, 2024",20,11,University-Rosedale,5,2,1,5.38,1,12,1,1
"February 23, 2024","February 23, 2024",20,12,Toronto-St. Paul's,5,1,1,5.97,0,0,0,0
"February 23, 2024","February 23, 2024",20,13,Toronto Centre,3,0,2.5,5.36,0,0,1,0
"February 23, 2024","February 23, 2024",20,14,Toronto-Danforth,2,2,1,6.36,0,0,1,0
"February 23, 2024","February 23, 2024",20,15,Don Valley West,0,0,1.1,4.91,1,17,0,1
"February 23, 2024","February 23, 2024",20,16,Don Valley East,1,0,1.8,4.96,0,0,0,0
"February 23, 2024","February 23, 2024",20,17,Don Valley North,6,0,1,5.91,1,10,0,0
"February 23, 2024","February 23, 2024",20,18,Willowdale,0,1,2.1,5.9,0,0,0,0
"February 23, 2024","February 23, 2024",20,19,Beaches-East York,5,1,3.2,5.64,0,0,1,0
"February 23, 2024","February 23, 2024",20,20,Scarborough Southwest,3,0,3.1,6.04,0,0,0,0
"February 23, 2024","February 23, 2024",20,21,Scarborough Centre,0,0,2.3,5.63,0,0,0,0
"February 23, 2024","February 23, 2024",20,22,Scarborough-Agincourt,5,0,2.1,5.89,0,0,0,0
"February 23, 2024","February 23, 2024",20,23,Scarborough North,5,4,4.5,4.96,0,0,0,0
"February 23, 2024","February 23, 2024",20,24,Scarborough-Guildwood,4,0,1,5.32,0,0,0,0
"February 23, 2024","February 23, 2024",20,25,Scarborough-Rouge Park,1,1,1,5.29,2,8,0,0
"February 23, 2024","February 23, 2024",21,1,Etobicoke North,14,7,6.8,6.43,3,19,0,1
"February 23, 2024","February 23, 2024",21,2,Etobicoke Centre,11,10,7.1,5.85,2,28,0,1
"February 23, 2024","February 23, 2024",21,3,Etobicoke-Lakeshore,12,10,10,5.38,3,25,0,2
"February 23, 2024","February 23, 2024",21,4,Parkdale-High Park,20,18,10,5.99,3,24,1,3
"February 23, 2024","February 23, 2024",21,5,York South-Weston,9,8,6.8,6.8,2,27,0,1
"February 23, 2024","February 23, 2024",21,6,York Centre,12,8,6.6,5.56,2,20,0,2
"February 23, 2024","February 23, 2024",21,7,Humber River-Black Creek,13,8,7.6,4.88,2,31,0,1
"February 23, 2024","February 23, 2024",21,8,Eglinton-Lawrence,11,10,7.7,4.31,2,15,0,2
"February 23, 2024","February 23, 2024",21,9,Davenport,17,10,10,5.36,3,25,0,2
"February 23, 2024","February 23, 2024",21,10,Spadina-Fort York,18,12,10,6.6,2,20,1,2
"February 23, 2024","February 23, 2024",21,11,University-Rosedale,16,13,10,5.86,3,26,1,2
"February 23, 2024","February 23, 2024",21,12,Toronto-St. Paul's,12,7,4.9,5.87,2,17,0,1
"February 23, 2024","February 23, 2024",21,13,Toronto Centre,16,13,10,6.93,2,29,1,2
"February 23, 2024","February 23, 2024",21,14,Toronto-Danforth,16,14,10,5.93,2,24,1,2
"February 23, 2024","February 23, 2024",21,15,Don Valley West,7,8,5.3,5.88,2,19,0,1
"February 23, 2024","February 23, 2024",21,16,Don Valley East,13,11,8.1,4.86,3,22,0,1
"February 23, 2024","February 23, 2024",21,17,Don Valley North,12,8,8.5,6.17,3,24,0,1
"February 23, 2024","February 23, 2024",21,18,Willowdale,11,9,9.4,6.21,2,24,0,1
"February 23, 2024","February 23, 2024",21,19,Beaches-East York,13,12,10,5.71,3,26,1,1
"February 23, 2024","February 23, 2024",21,20,Scarborough Southwest,10,9,5.7,6.45,1,25,0,0
"February 23, 2024","February 23, 2024",21,21,Scarborough Centre,9,8,8,5.98,2,24,0,1
"February 23, 2024","February 23, 2024",21,22,Scarborough-Agincourt,10,10,8.8,5.86,1,17,0,1
"February 23, 2024","February 23, 2024",21,23,Scarborough North,15,10,9.7,5.17,2,24,0,0
"February 23, 2024","February 23, 2024",21,24,Scarborough-Guildwood,11,9,9.5,5.61,1,24,0,2
"February 23, 2024","February 23, 2024",21,25,Scarborough-Rouge Park,12,9,6.7,5.63,3,15,0,2
"February 23, 2024","February 23, 2024",22,1,Etobicoke North,11,10,4,6.01,2,17,0,2
"February 23, 2024","February 23, 2024",22,2,Etobicoke Centre,12,8,5.4,6.05,1,23,0,2
"February 23, 2024","February 23, 2024",22,3,Etobicoke-Lakeshore,14,11,9.1,6.07,0,0,0,2
"February 23, 2024","February 23, 2024",22,4,Parkdale-High Park,21,15,10,5.96,3,21,1,3
"February 23, 2024","February 23, 2024",22,5,York South-Weston,12,8,6.5,6.6,1,22,0,2
